,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,,,,,,Assoc,,Addl,Earthquake Location,,,Earthquake Parameters,,,Earthquake Effects,,,,,,,,,,,,"Total Effects (Earthquake and Tsunami, Volcano, etc.)",,,,,,,,,,,
,,,,,,,,EQ,,,,Focal,Mag,MMI Int,Deaths,,Missing,,Injuries,,Damage,,Houses,,Houses,,Deaths,,Missing,,Injuries,,Damage,,Houses,,Houses,
,,,,,,,,Info,,,,Depth,,,,,,,,,,,Destroyed,,Damaged,,,,,,,,,,Destroyed,,Damaged,
Year,Mo,Dy,Hr,Mn,Sec,Tsu,Vol,,Name,Latitude,Longitude,,,,Num,De,Num,De,Num,De,$Mill,De,Num,De,Num,De,Num,De,Num,De,Num,De,$Mill,De,Num,De,Num,De
2013,10,22,5,40,1,,,*,INDONESIA: BANDA ACEH,5.103,95.971,10,5.5,5,1,1,,,2,1,,1,,,160,3,1,1,,,2,1,,1,,,160,3
2013,10,25,17,10,,Tsu,,*,JAPAN: HONSHU: E COAST,37.2,144.6,10,7.1,4,,,,,1,1,,,,,,,,,,,1,1,,,,,,
2013,11,10,5,16,36,,,*,TAJIKISTAN: VAHDAT,38.41,68.89,23,5.2,4,,,,,,,,2,104,3,256,3,,,,,,,,2,104,3,256,3
2013,11,28,13,51,51,,,*,IRAN: BORAZJAN,29.275,51.313,4,5.7,4,8,1,,,200,3,,2,250,3,,1,8,1,,,200,3,,2,250,3,,1
2014,1,5,3,36,59,,,*,COLOMBIA: SIPI,4.557,-76.644,54,5.6,5,,,,,,,,2,,,121,3,,,,,,,,2,,,121,3
2014,1,13,4,1,24,,,*,PUERTO RICO,19.043,-66.81,20,6.4,5,,,,,,,,1,,,,,,,,,,,,1,,,,
2014,1,20,2,52,35,,,*,"NEW ZEALAND: WELLINGTON, MANAWATU-WANGANUI",-40.66,175.814,28,6.1,7,,,,,,,,1,,,,1,,,,,,,,1,,,,1
2014,1,25,5,14,51,,,*,INDONESIA: JAVA: BANYUMAS,-7.986,109.265,66,6.1,5,,,,,,,,1,1,1,,2,,,,,,,,1,1,1,,2
2014,1,26,13,55,21,,,*,GREECE: KEFALONIA,38.208,20.453,8,6.1,7,,,,,6,1,178,4,,,,1,,,,,6,1,178,4,,,,1
2014,2,3,3,8,29,,,*,GREECE: KEFALONIA: LIXOURION,38.244,20.379,4,6,3,,,,,16,1,,1,,,,1,,,,,16,1,,1,,,,1
2014,2,9,2,16,49,,,*,OKLAHOMA: GUTHRIE,35.937,-97.271,5,4.1,4,,,,,,,,1,,,,,,,,,,,,1,,,,
2014,3,13,17,7,17,,,*,JAPAN: SOUTHWESTERN,33.684,131.825,79,6.3,5,,,,,18,1,,1,,,,,,,,,18,1,,1,,,,
2014,3,16,21,16,,Tsu,,*,CHILE: IQUIQUE,-19.965,-70.814,21,6.7,6,,,,,,,,1,,,,,,,,,,,,1,,,,
2014,3,29,4,10,12,,,*,"CALIFORNIA: LA HABRA, BREA, FULLERTON",33.863,-117.835,4,5.1,6,,,,,,1,10.8,3,,,20,1,,,,,,1,10.8,3,,,20,1
2014,4,1,23,46,26,Tsu,,*,"CHILE: NORTHERN: IQUIQUE, ALTO HOSPICIO",-19.61,-70.769,25,8.2,8,7,1,,,,,100,4,,,2600,4,7,1,,,,,100,4,,,2600,4
2014,4,3,2,43,11,Tsu,,*,CHILE: NORTHERN: IQUIQUE,-20.571,-70.493,22,7.7,8,,,,,,,,,,,,,,,,,,,,,,,,
2014,4,18,14,28,32,Tsu,,*,MEXICO: GUERRERO; MEXICO CITY,17.397,-100.972,24,7.2,6,,,,,,,,1,,,127,2,,,,,,,,1,,,127,2
2014,5,5,11,8,42,,,*,THAILAND: CHIANG RAI,19.656,99.67,6,6.1,5,1,1,,,32,1,62,4,20,1,,3,1,1,,,32,1,62,4,20,1,,3
2014,5,8,17,1,21,,,*,MEXICO: TECPAN,17.235,-100.746,17,6.4,5,,,,,,,,1,,,,1,,,,,,,,1,,,,1
2014,5,19,0,59,6,,,*,ALBANIA: BELSH,41.115,19.777,10,5,4,,,,,,,,1,,,,1,,,,,,,,1,,,,1
2014,5,24,9,25,5,,,*,"GREECE, TURKEY",40.24,25.33,23,6.9,6,3,1,,,266,3,450,4,,,,2,3,1,,,266,3,4500,4,,,,2
2014,7,7,11,23,7,,,*,MEXICO; GUATEMALA: SAN MARCOS,14.728,-92.578,67,6.9,5,3,1,,,33,1,,1,,1,50,1,3,1,,,33,1,,1,,1,50,1
2014,7,11,19,23,22,Tsu,,*,JAPAN: SANRIKU,37.005,142.453,20,6.5,5,,,,,3,1,,,,,,,,,,,3,1,,,,,,
2014,7,25,10,55,12,Tsu,,*,ALASKA: SOUTHEASTERN,58.306,-136.96,10,6.1,4,,,,,,,,,,,,,,,,,,,,,,,,
2014,7,29,10,46,7,,,*,MEXICO: OAXACA,17.682,-95.653,107,6.3,5,1,1,,,1,1,,2,,,,2,1,1,,,1,1,,2,,,,2
2014,8,1,4,11,4,,,*,ALGERIA: ALGIERS,36.841,3.301,30,5.5,6,6,1,,,420,3,,,,,,,6,1,,,420,3,,,,,,
2014,8,5,10,23,38,,,*,SOUTH AFRICA: ORKNEY,-26.99,26.705,5,5.5,6,1,1,,,17,1,,2,13,1,1433,4,1,1,,,17,1,,2,13,1,1433,4
2014,8,12,19,58,13,,,*,ECUADOR: QUITO,-0.018,-78.322,12,5.1,5,2,1,,,8,1,,1,,,89,2,2,1,,,8,1,,1,,,89,2
2014,8,16,22,8,4,,,*,CHINA: YUNNAN PROVINCE: YONGSHAN,28.125,103.546,10,5,2,,,,,6,1,,1,,,337,3,,,,,6,1,,1,,,337,3
2014,8,18,2,32,2,,,*,IRAN: ILAM PROVINCE: ABDANAN,32.663,47.673,6,6.2,3,,,,,330,2,,1,2700,4,17000,4,,,,,330,2,,4,2700,4,17000,4
2014,8,24,10,20,6,,,*,"CALIFORNIA: NAPA, VALLEJO",38.216,-122.312,11,6.1,8,1,1,,,257,3,700,4,160,3,1034,4,1,1,,,257,3,700,4,160,3,1034,4
2014,9,20,4,26,52,,,*,PHILIPPINES: BARANGAY LUAYON,6.864,125.233,26,5.2,5,,,,,1,1,,1,15,1,67,2,,,,,1,1,,1,15,1,67,2
2014,9,28,2,35,19,,,*,PERU: PARURO PROVINCE,-13.843,-71.695,10,5.1,7,8,1,,,6,1,,1,106,3,,3,8,1,,,6,1,,1,106,3,,3
2014,10,14,3,51,46,Tsu,,*,EL SALVADOR: GULF OF FONSECA,12.526,-88.123,40,7.3,7,1,1,,,,,,1,5,1,41,1,1,1,,,,,,1,5,1,41,1
2014,11,15,2,32,12,Tsu,,*,INDONESIA: N. MOLUCCAS ISLANDS,1.893,126.522,45,7.1,5,,,,,,,,,,,,,,,,,,,,,,,,
2014,11,22,8,55,58,,,*,CHINA: SICHUAN PROVINCE: GARZE,30.34,101.737,9,5.9,3,5,1,,,65,2,,3,30,1,27400,4,5,1,,,65,2,,3,30,1,27400,4
2014,11,22,13,8,42,,,*,"JAPAN: NAGANO: HAKUBA, OTARI",36.641,137.888,9,6.2,9,,,,,45,1,,1,50,1,,2,,,,,45,1,,1,50,1,,2
2015,1,14,5,22,23,,,*,CHINA: SICHUAN PROVINCE: LESHAN,29.353,103.199,10,5.3,6,,,,,11,1,,2,,,2000,4,,,,,11,1,,2,,,2000,4
2015,2,16,23,6,27,Tsu,,*,JAPAN: HONSHU,39.856,142.881,23,6.7,4,,,,,,,,,,,,,,,,,,,,,,,,
2015,2,19,13,19,21,Tsu,,*,VANUATU ISLANDS,-16.431,168.148,10,6.4,5,,,,,,,,1,,,,1,,,,,,,,1,,,,1
2015,2,26,21,59,14,,,*,PAKISTAN: BATTAGRAM,34.671,73.278,30,5.4,4,,,,,5,1,,1,,,2,1,,,,,5,1,,1,,,2,1
2015,2,28,20,10,56,,,*,PERU: AREQUIPA: CAYLLOMA: CABANACONDE,-15.693,-71.934,10,4.5,3,,,,,,,,2,64,2,500,3,,,,,,,,2,64,2,500,3
2015,3,8,20,47,4,,,*,BALKANS NW: SERBIA: KOSJERIC,44.088,19.861,20,4.4,4,,,,,,,,1,,,100,2,,,,,,,,1,,,100,2
2015,3,10,20,55,2,,,*,"COLOMBIA: ANTIOQUIA, SANTANDER",6.8,-73.01,184,6.2,5,,,,,,,,3,180,3,2167,4,,,,,,,,3,180,3,2167,4
2015,3,29,23,48,1,Tsu,,*,PAPUA NEW GUINEA,-4.729,152.562,41,7.5,6,,,,,,,,,,,,,,,,,,,,,,,,
2015,4,20,1,42,38,,,*,TAIWAN: TAIPEI,24.203,122.316,29,6.4,4,1,1,,,1,1,,1,,,19,1,1,1,,,1,1,,1,,,19,1
2015,4,25,6,12,35,,,*,NEPAL: KATHMANDU; INDIA; CHINA; BANGLADESH,28.231,84.731,8,7.8,8,8200,4,366,3,17866,4,10000,4,299588,4,269107,4,8200,4,366,3,17866,4,10000,4,299588,4,269107,4
2015,5,12,7,6,13,,,*,NEPAL: DOLAKHA,27.809,86.066,15,7.3,7,117,3,,,2800,4,,2,,2,,,117,3,,,2800,4,,2,,2,,
2015,5,30,11,23,11,,,*,JAPAN: BONIN ISLANDS [CHICHIJIMA ISLAND],27.839,140.493,664,7.8,6,,,,,12,1,,,,,,,,,,,12,1,,,,,,
2015,6,4,23,16,31,,,*,"MALAYSIA: SABAH: LAHAD,DATU,KANAK",5.987,116.541,10,6,6,18,1,,,,2,,1,,,23,1,18,1,,,,2,,1,,,23,1
2015,7,18,2,28,22,Tsu,,*,SOLOMON ISLANDS,-10.401,165.141,11,7,8,,,,,,,,,,,,,,,,,,,,,,,,
2015,7,24,20,59,12,,,*,PAKISTAN: ABBOTTABAD,33.856,73.193,17,5.1,5,3,1,,,1,1,,1,3,1,,,3,1,,,1,1,,1,3,1,,
2015,7,27,21,42,11,,,*,INDONESIA: PAPUA,-2.629,138.528,48,7,5,1,1,,,,,,1,1,1,6,1,1,1,,,,,,1,1,1,6,1
2015,7,29,0,11,6,,,*,COLOMBIA-PANAMA: COLOMBIA: UNGUIA,8.231,-77.315,12,5.9,3,,,,,6,1,,1,,,45,1,,,,,6,1,,1,,,45,1
2015,8,7,1,25,54,,,*,RWANDA: BUKAVU,-2.141,28.897,11,5.8,4,3,1,,,30,1,,,,,,,3,1,,,30,1,,,,,,
2015,8,9,7,5,38,,,*,EL SALVADOR: ALEGRIA,13.668,-88.478,10,4.5,4,,,,,4,1,,2,,,92,2,,,,,4,1,,2,,,92,2
2015,9,16,22,55,26,Tsu,,*,CHILE: CENTRAL,-31.573,-71.674,22,8.3,9,7,1,1,1,14,1,600,4,2305,4,10044,4,15,1,1,1,14,1,600,4,2305,4,10044,4
2015,9,24,15,53,,,,*,INDONESIA: SORONG,-0.59,131.27,10,6.6,5,,,,,62,2,,2,,,260,3,,,,,62,2,,2,,,260,3
2015,10,17,11,33,,,,*,ARGENTINA: GALPON,-25.442,-64.632,33,5.8,7,2,1,,,30,1,,1,15,1,,,2,1,,,30,1,,1,15,1,,
2015,10,26,9,9,56,,,*,AFGHANISTAN: HINDU KUSH,36.524,70.368,231,7.5,7,399,3,,,1770,4,109,4,29230,4,79893,4,399,3,,,1770,4,109,4,29230,4,79893,4
2015,11,4,3,44,19,,,*,INDONESIA: EAST NUSA TENGGARA: ALOR,-8.338,124.875,20,6.5,5,,,,,,,9,3,,,1468,4,,,,,,,9,3,,,1468,4
2015,11,11,1,54,37,Tsu,,*,CHILE: LA SERENA,-29.439,-72.105,10,6.9,7,,,,,,,,,,,,,,,,,,,,,,,,
2015,11,13,20,51,3,Tsu,,*,JAPAN: KYUSYU ISLAND,31.001,128.873,12,6.7,4,,,,,,,,,,,,,,,,,,,,,,,,
2015,11,17,17,29,29,,,*,KYRGYZSTAN: OSH,40.376,73.204,18,5.6,5,,,,,,,,2,200,3,800,3,,,,,,,,2,200,3,800,3
2015,11,22,20,38,5,,,*,VENEZUELA: MERIDA,8.48,-71.42,5,5.1,4,1,1,,,3,1,,1,,,6,1,1,1,,,3,1,,1,,,6,1
2015,11,24,22,45,,,,*,PERU-BRAZIL,-10.77,-71.41,636,7.6,4,,,,,,,,,,,,,,,,,,,,,,,,
2015,11,24,22,50,,,,*,PERU-BRAZIL,-10.07,-70.98,606,7.6,4,,,,,,,,,,,,,,,,,,,,,,,,
2015,12,7,7,51,35,,,*,TAJIKISTAN,38.211,72.78,22,7.2,3,2,1,,,,3,5,2,500,3,,3,2,1,,,,3,5,2,500,3,,3
2015,12,17,19,49,5,,,*,MEXICO: COCOTITLAN,15.802,-93.633,85,6.6,5,2,1,,,,,,,,,,,2,1,,,,,,,,,,
2015,12,25,19,14,19,,,*,AFGHANISTAN; PAKISTAN,36.494,71.126,206,6.3,5,4,1,,,97,2,,1,,1,,1,4,1,,,97,2,,1,,1,,1
2016,1,3,23,5,27,,,*,INDIA: IMPAHL,24.804,93.651,55,6.7,7,13,1,,,100,2,75,4,,,,2,13,1,,,100,2,75,4,,,,2
2016,1,16,23,22,4,,,*,"INDONESIA: MALUKU: BURU, AMBALAU ISLAND",-3.873,127.229,4,5.6,3,1,1,,,22,1,,1,,,230,3,1,1,,,22,1,,1,,,230,3
2016,1,24,10,30,56,,,*,ALASKA: KENAI,59.658,-153.452,126,7.1,6,,,,,,,,1,4,1,,,,,,,,,,1,4,1,,
2016,1,25,4,23,13,,,*,MOROCCO: MELILLA,35.649,-3.682,12,6.3,6,1,1,,,26,1,,1,,1,,1,1,1,,,26,1,,1,,1,,1
2016,2,5,19,57,6,,,*,TAIWAN: TAINAN,22.97,120.46,10,6.4,7,117,3,,,525,3,700,4,,1,,1,117,3,,,525,3,700,4,,1,,1
2016,3,2,12,49,11,Tsu,,*,INDONESIA: SUMATRA:,-4.952,94.33,24,7.8,5,,,,,,,,,,,,,,,,,,,,,,,,
2016,4,10,10,29,12,,,*,AFGHANISTAN: KHYBER PAKHTUNKHWA,36.473,71.131,212,6.6,5,6,1,,,5,1,,1,,,20,1,6,1,,,5,1,,1,,,20,1
2016,4,13,13,55,8,,,*,INDIA: ASSAM; BANGLADESH,23.094,94.865,136,6.9,5,2,1,,,170,3,,2,,,4,1,2,1,,,170,3,,2,,,4,1
2016,4,15,16,25,22,,,*,"JAPAN: KUMAMOTO, OITA",32.791,130.754,10,7,8,50,1,,,1500,4,20000,4,80000,4,,,50,1,,,1500,4,20000,4,80000,4,,
2016,4,16,23,58,,Tsu,,*,"ECUADOR: NEAR WEST COAST: MANABI, ESMERALDAS",0.35,-80.16,17,7.8,8,663,3,9,1,6274,4,3300,4,6998,4,29672,4,663,3,9,1,6274,4,3300,4,6998,4,29672,4
2016,5,18,16,47,26,,,*,ECUADOR: MANABI PROVINCE,0.495,-79.616,30,6.9,4,1,1,,,162,3,,1,,1,32,1,1,1,,,162,3,,1,,1,32,1
2016,5,28,23,54,38,,,*,ALGERIA: MEDEA: MIHOUB,36.431,3.517,11,5.4,5,,,,,28,1,,2,,3,,1,,,,,28,1,,2,,3,,1
2016,6,1,22,56,8,,,*,INDONESIA: SUMATRA: PESISIR SELATAN,-2.097,100.665,50,6.6,5,1,1,,,30,1,,2,,,2663,4,1,1,,,30,1,,2,,,2663,4
2016,6,7,19,15,33,,,*,INDONESIA: MALUKU: TERNATE ISLAND,1.279,126.371,31,6.3,4,,,,,,,,1,,,,1,,,,,,,,1,,,,1
2016,7,29,21,19,14,,,*,NORTHERN MARIANA ISLANDS,18.543,145.507,196,7.7,4,,,,,,,,,,,,,,,,,,,,,,,,
2016,7,31,23,41,28,,,*,INDONESIA: SUMBAWA ISLAND: WEST NUSA TENGGARA,-8.194,117.814,21,5.6,6,,,,,4,1,,2,,,700,3,,,,,4,1,,2,,,700,3
2016,8,15,2,58,,,,*,PERU: AREQUIPA,-15.64,-71.68,8,5.5,6,9,1,,,68,2,,2,605,3,671,3,9,1,,,68,2,,2,605,3,671,3
2016,8,24,1,36,2,,,*,"ITALY: ACCUMOLI, ARQUATA, AMATRICE",42.704,13.238,4,6.2,9,299,3,15,1,368,3,5000,4,,3,,2,299,3,15,1,368,3,5000,4,,3,,2
2016,8,24,10,34,58,,,*,MYANMAR (BURMA): CHAUK,20.923,94.569,82,6.8,5,4,1,,,20,1,10,3,,,230,3,4,1,,,20,1,10,3,,,230,2
2016,9,1,16,37,3,Tsu,,*,NEW ZEALAND: GISBORNE,-37.359,179.146,19,7,5,,,,,,,,,,,,,,,,,,,,,,,,
2016,9,11,13,10,7,,,*,BALKANS NW: MACEDONIA,42.008,21.488,13,5.1,6,,,,,30,1,10,3,,,,1,,,,,30,1,10,3,,,,1
2016,9,12,11,33,17,,,*,SOUTH KOREA: GYEONGJU,35.781,129.216,13,5.4,6,1,1,,,14,1,21,3,,,106,3,1,1,,,14,1,21,3,,,106,3
2016,9,28,16,49,1,,,*,NICARAGUA: LEON,12.442,-86.515,8,5.5,4,1,1,,,5,1,,2,6,1,487,3,1,1,,,5,1,,2,6,1,487,3
2016,10,1,8,4,33,,,*,"PAKISTAN: MANSEHRA, NARAN",34.905,73.682,10,5.4,2,1,1,,,,2,,1,,2,,,1,1,,,,2,,1,,2,,
2016,10,21,5,8,39,,,*,JAPAN: KURAYOSHI,35.374,133.809,6,6.2,6,,,,,7,1,100,4,2,1,160,3,,,,,7,1,100,4,2,1,160,3
2016,10,26,19,18,43,,,*,"ITALY: VISSO, USSITA",42.956,13.067,10,6.1,7,1,1,,,,1,,4,,,1001,4,1,1,,,,1,,4,,,1001,4
2016,10,30,6,40,5,,,*,ITALY: NORCIA,42.84,13.11,9,6.6,7,2,1,,,20,1,200,4,,1,,4,2,1,,,20,1,200,4,,1,,4
2016,11,7,1,44,7,,,*,OKLAHOMA: CUSHING,35.988,-96.805,3,5,6,,,,,,1,20,3,,,50,1,,,,,,1,20,3,,,50,1
2016,11,13,11,2,34,Tsu,,*,NEW ZEALAND: AMBERLEY,-42.737,173.054,15,7.8,8,2,1,,,,,,2,,,,1,2,1,,,,,3900,4,1,1,,1
2016,11,21,20,59,27,Tsu,,*,JAPAN: NEAR E COAST HONSHU,37.393,141.387,9,6.9,7,,,,,15,1,,1,,,,,,,,,15,1,,1,,,,
2016,11,24,18,43,,Tsu,,*,NICARAGUA,11.96,-88.835,33,6.9,5,,,,,,,,,,,,,,,,,,,,,,,,
2016,11,25,14,25,11,,,*,CHINA: XINJIANG PROVINCE: KASHGAR,39.273,73.978,17,6.6,7,1,1,,,,,5.5,3,,2,,,1,1,,,,,5.5,3,,2,,
2016,11,27,23,35,2,,,*,"NEPAL: MOUNT AMA DABLAM, CHARIKHARKA",27.802,86.532,10,5.4,4,1,1,,,1,1,,1,2,1,,,1,1,,,1,1,,1,2,1,,
2016,12,1,0,25,38,,,*,"COSTA RICA: PARAISO, TURRIALBA",9.949,-83.807,1,5.3,6,,,,,,,,2,,,60,2,,,,,,,,2,,,60,2
2016,12,1,22,40,,,,*,"PERU: PUNO, LAMPA",-15.44,-70.93,10,6.2,6,1,1,,,17,1,,1,8,1,40,1,1,1,,,17,1,,1,8,1,40,1
2016,12,6,22,3,39,,,*,INDONESIA: SUMATRA: ACEH: PIDIE JAYA,5.283,96.168,13,6.5,8,104,3,,,857,3,100,4,245,3,18752,4,104,3,,,857,3,100,4,245,3,18752,4
2016,12,8,5,15,6,,,*,CHINA: N. XINJIANG: URUMQI,43.823,86.345,18,6,3,1,1,,,,,135,4,,,,,1,1,,,,,135,4,,,,
2016,12,8,17,38,28,Tsu,,*,SOLOMON ISLANDS,-10.681,161.327,40,7.8,8,1,1,,,,,,1,191,3,126,3,1,1,,,,,,1,191,3,126,3
2016,12,9,19,11,24,Tsu,,*,SOLOMON ISLANDS,-10.749,161.132,20,6.9,7,,,,,,,,,,,,,,,,,,,,,,,,
2016,12,17,10,51,5,Tsu,,*,PAPUA NEW GUINEA: NEW BRITAIN NEW IRELAND,-4.505,153.522,95,7.9,7,,,,,,,,,,,,,,,,,,,,,,,,
2016,12,19,7,11,,,,*,ECUADOR: ESMERALDAS,0.93,-79.84,6,5.4,6,3,1,,,47,1,,2,10,1,70,2,3,1,,,47,1,,2,10,1,70,2
2016,12,25,14,22,,Tsu,,*,CHILE,-43.517,-74.391,30,7.6,7,,,,,,,,1,,,,,,,,,,,,1,,,,
2017,1,22,4,31,36,Tsu,,*,PAPUA NEW GUINEA: BOUGAINVILLE ISLAND,-6.246,155.172,135,7.9,9,3,1,,,,,,1,,3,,,3,1,,,,,,1,,3,,
2018,1,14,9,18,45,Tsu,,*,PERU: YAUCA,-15.776,-74.744,36,7.1,6,2,1,,,139,3,,3,259,3,1577,4,2,1,,,139,3,,3,259,3,1577,4
2018,2,25,17,44,43,,,*,"PAPUA NEW GUINEA: S HIGHLANDS, HELA; INDONESIA",-6.068,142.768,23,7.5,8,145,3,,,300,3,61,4,,4,,4,145,3,,,300,3,61,4,,4,,4
2018,4,18,6,28,35,,,*,INDONESIA: JAVA: BANJARNEGARA,-7.21,109.65,4,4.4,2,3,1,,,21,1,,2,,,316,3,3,1,,,21,1,,2,,,316,3
2018,9,28,10,2,43,Tsu,,*,INDONESIA: SULAWESI,-0.178,119.84,10,7.5,8,2256,4,1309,4,4612,4,912,4,5864,4,69483,4,2256,4,1309,4,4612,4,912,4,5864,4,69483,4
2018,10,10,18,44,55,,,*,"INDONESIA: MADURA ISLAND, JAVA",-7.456,114.453,9,6,5,4,1,,,36,1,,1,,,433,3,4,1,,,36,1,,1,,,433,3
